81.00,201.00,81.00,174.00,137.00,174.00,137.00,201.00
80.00,200.00,80.00,174.00,136.00,174.00,136.00,200.00
81.00,201.00,81.00,175.00,137.00,175.00,137.00,201.00
83.00,203.00,83.00,174.00,136.00,174.00,136.00,203.00
81.00,201.00,81.00,176.00,136.00,176.00,136.00,201.00
81.00,202.00,81.00,174.00,138.00,174.00,138.00,202.00
81.00,202.00,81.00,174.00,136.00,174.00,136.00,202.00
81.00,202.00,81.00,174.00,137.00,174.00,137.00,202.00
81.00,203.00,81.00,174.00,137.00,174.00,137.00,203.00
81.00,205.00,81.00,174.00,138.00,174.00,138.00,205.00
80.00,204.00,80.00,175.00,138.00,175.00,138.00,204.00
81.00,205.00,81.00,175.00,139.00,175.00,139.00,205.00
80.00,206.00,80.00,174.00,138.00,174.00,138.00,206.00
81.00,205.00,81.00,176.00,139.00,176.00,139.00,205.00
79.00,205.00,79.00,175.00,139.00,175.00,139.00,205.00
79.00,207.00,79.00,175.00,139.00,175.00,139.00,207.00
78.00,208.00,78.00,174.00,138.00,174.00,138.00,208.00
79.00,206.00,79.00,175.00,138.00,175.00,138.00,206.00
79.00,207.00,79.00,175.00,138.00,175.00,138.00,207.00
80.00,206.00,80.00,176.00,138.00,176.00,138.00,206.00
81.00,206.00,81.00,176.00,139.00,176.00,139.00,206.00
79.00,208.00,79.00,175.00,139.00,175.00,139.00,208.00
79.00,208.00,79.00,175.00,140.00,175.00,140.00,208.00
79.00,207.00,79.00,176.00,140.00,176.00,140.00,207.00
82.00,206.00,82.00,175.00,140.00,175.00,140.00,206.00
80.00,208.00,80.00,176.00,141.00,176.00,141.00,208.00
81.00,208.00,81.00,175.00,140.00,175.00,140.00,208.00
80.00,207.00,80.00,175.00,142.00,175.00,142.00,207.00
80.00,207.00,80.00,175.00,141.00,175.00,141.00,207.00
81.00,208.00,81.00,174.00,142.00,174.00,142.00,208.00
81.00,209.00,81.00,175.00,142.00,175.00,142.00,209.00
79.00,207.00,79.00,174.00,143.00,174.00,143.00,207.00
80.00,208.00,80.00,175.00,143.00,175.00,143.00,208.00
81.00,211.00,81.00,175.00,145.00,175.00,145.00,211.00
81.00,210.00,81.00,173.00,145.00,173.00,145.00,210.00
81.00,210.00,81.00,173.00,147.00,173.00,147.00,210.00
83.00,210.00,83.00,174.00,148.00,174.00,148.00,210.00
83.00,209.00,83.00,174.00,147.00,174.00,147.00,209.00
86.00,206.00,86.00,174.00,149.00,174.00,149.00,206.00
85.00,210.00,85.00,175.00,150.00,175.00,150.00,210.00
86.00,209.00,86.00,173.00,149.00,173.00,149.00,209.00
84.00,211.00,84.00,173.00,149.00,173.00,149.00,211.00
85.00,212.00,85.00,173.00,150.00,173.00,150.00,212.00
87.00,208.00,87.00,173.00,151.00,173.00,151.00,208.00
86.00,209.00,86.00,174.00,152.00,174.00,152.00,209.00
86.00,209.00,86.00,173.00,152.00,173.00,152.00,209.00
87.00,211.00,87.00,174.00,154.00,174.00,154.00,211.00
87.00,211.00,87.00,172.00,156.00,172.00,156.00,211.00
89.00,210.00,89.00,172.00,157.00,172.00,157.00,210.00
91.00,211.00,91.00,172.00,157.00,172.00,157.00,211.00
88.00,210.00,88.00,170.00,158.00,170.00,158.00,210.00
90.00,210.00,90.00,170.00,160.00,170.00,160.00,210.00
92.00,209.00,92.00,171.00,159.00,171.00,159.00,209.00
92.00,210.00,92.00,172.00,162.00,172.00,162.00,210.00
94.00,210.00,94.00,170.00,162.00,170.00,162.00,210.00
92.00,211.00,92.00,170.00,165.00,170.00,165.00,211.00
94.00,212.00,94.00,168.00,167.00,168.00,167.00,212.00
96.00,213.00,96.00,168.00,168.00,168.00,168.00,213.00
94.00,213.00,94.00,169.00,170.00,169.00,170.00,213.00
98.00,214.00,98.00,169.00,171.00,169.00,171.00,214.00
96.00,214.00,96.00,168.00,172.00,168.00,172.00,214.00
97.00,214.00,97.00,167.00,173.00,167.00,173.00,214.00
99.00,212.00,99.00,167.00,175.00,167.00,175.00,212.00
101.00,212.00,101.00,167.00,176.00,167.00,176.00,212.00
101.00,214.00,101.00,169.00,178.00,169.00,178.00,214.00
103.00,213.00,103.00,168.00,178.00,168.00,178.00,213.00
102.00,213.00,102.00,170.00,182.00,170.00,182.00,213.00
100.00,213.00,100.00,166.00,184.00,166.00,184.00,213.00
103.00,214.00,103.00,168.00,186.00,168.00,186.00,214.00
104.00,214.00,104.00,167.00,187.00,167.00,187.00,214.00
106.00,214.00,106.00,167.00,191.00,167.00,191.00,214.00
107.00,213.00,107.00,166.00,192.00,166.00,192.00,213.00
110.00,213.00,110.00,169.00,193.00,169.00,193.00,213.00
109.00,213.00,109.00,168.00,195.00,168.00,195.00,213.00
113.00,217.00,113.00,167.00,198.00,167.00,198.00,217.00
113.00,213.00,113.00,166.00,200.00,166.00,200.00,213.00
113.00,216.00,113.00,166.00,202.00,166.00,202.00,216.00
115.00,215.00,115.00,164.00,204.00,164.00,204.00,215.00
115.00,214.00,115.00,165.00,206.00,165.00,206.00,214.00
116.00,214.00,116.00,163.00,205.00,163.00,205.00,214.00
117.00,215.00,117.00,162.00,208.00,162.00,208.00,215.00
118.00,216.00,118.00,165.00,211.00,165.00,211.00,216.00
119.00,217.00,119.00,163.00,215.00,163.00,215.00,217.00
119.00,215.00,119.00,160.00,219.00,160.00,219.00,215.00
120.00,217.00,120.00,164.00,217.00,164.00,217.00,217.00
124.00,214.00,124.00,163.00,222.00,163.00,222.00,214.00
121.00,218.00,121.00,162.00,224.00,162.00,224.00,218.00
124.00,216.00,124.00,164.00,227.00,164.00,227.00,216.00
125.00,218.00,125.00,161.00,231.00,161.00,231.00,218.00
123.00,217.00,123.00,165.00,232.00,165.00,232.00,217.00
124.00,219.00,124.00,161.00,234.00,161.00,234.00,219.00
124.00,214.00,124.00,163.00,230.00,163.00,230.00,214.00
126.00,216.00,126.00,161.00,232.00,161.00,232.00,216.00
122.00,215.00,122.00,163.00,234.00,163.00,234.00,215.00
123.00,219.00,123.00,162.00,239.00,162.00,239.00,219.00
119.00,221.00,119.00,163.00,240.00,163.00,240.00,221.00
127.00,218.00,127.00,162.00,242.00,162.00,242.00,218.00
121.00,218.00,121.00,161.00,246.00,161.00,246.00,218.00
123.00,220.00,123.00,160.00,248.00,160.00,248.00,220.00
127.00,221.00,127.00,161.00,251.00,161.00,251.00,221.00
127.00,221.00,127.00,160.00,253.00,160.00,253.00,221.00
124.00,219.00,124.00,160.00,253.00,160.00,253.00,219.00
123.00,221.00,123.00,159.00,253.00,159.00,253.00,221.00
121.00,221.00,121.00,159.00,255.00,159.00,255.00,221.00
120.00,221.00,120.00,158.00,258.00,158.00,258.00,221.00
112.00,221.00,112.00,155.00,257.00,155.00,257.00,221.00
116.00,222.00,116.00,158.00,262.00,158.00,262.00,222.00
114.00,223.00,114.00,154.00,265.00,154.00,265.00,223.00
113.00,224.00,113.00,154.00,265.00,154.00,265.00,224.00
110.00,226.00,110.00,153.00,266.00,153.00,266.00,226.00
112.00,226.00,112.00,154.00,267.00,154.00,267.00,226.00
114.00,227.00,114.00,152.00,273.00,152.00,273.00,227.00
115.00,226.00,115.00,152.00,279.00,152.00,279.00,226.00
115.00,228.00,115.00,152.00,285.00,152.00,285.00,228.00
120.00,228.00,120.00,151.00,289.00,151.00,289.00,228.00
123.00,226.00,123.00,149.00,296.00,149.00,296.00,226.00
129.00,227.00,129.00,147.00,305.00,147.00,305.00,227.00
130.00,230.00,130.00,148.00,311.00,148.00,311.00,230.00
129.00,227.00,129.00,145.00,316.00,145.00,316.00,227.00
131.00,225.00,131.00,149.00,317.00,149.00,317.00,225.00
128.00,227.00,128.00,144.00,318.00,144.00,318.00,227.00
129.00,229.00,129.00,138.00,324.00,138.00,324.00,229.00
126.00,224.00,126.00,141.00,325.00,141.00,325.00,224.00
124.00,230.00,124.00,138.00,322.00,138.00,322.00,230.00
119.00,225.00,119.00,137.00,322.00,137.00,322.00,225.00
113.00,230.00,113.00,137.00,324.00,137.00,324.00,230.00
111.00,225.00,111.00,135.00,322.00,135.00,322.00,225.00
102.00,227.00,102.00,135.00,318.00,135.00,318.00,227.00
97.00,222.00,97.00,133.00,324.00,133.00,324.00,222.00
85.00,230.00,85.00,131.00,311.00,131.00,311.00,230.00
78.00,229.00,78.00,135.00,306.00,135.00,306.00,229.00
65.00,226.00,65.00,131.00,303.00,131.00,303.00,226.00
60.00,228.00,60.00,129.00,302.00,129.00,302.00,228.00
60.00,225.00,60.00,130.00,300.00,130.00,300.00,225.00
56.00,220.00,56.00,130.00,302.00,130.00,302.00,220.00
50.00,228.00,50.00,127.00,309.00,127.00,309.00,228.00
51.00,228.00,51.00,129.00,314.00,129.00,314.00,228.00
62.00,220.00,62.00,122.00,318.00,122.00,318.00,220.00
60.00,221.00,60.00,123.00,327.00,123.00,327.00,221.00
64.00,224.00,64.00,123.00,335.00,123.00,335.00,224.00
66.00,228.00,66.00,121.00,342.00,121.00,342.00,228.00
69.00,235.00,69.00,116.00,350.00,116.00,350.00,235.00
72.00,224.00,72.00,117.00,358.00,117.00,358.00,224.00
84.00,226.00,84.00,117.00,360.00,117.00,360.00,226.00
83.00,226.00,83.00,119.00,367.00,119.00,367.00,226.00
90.00,225.00,90.00,115.00,374.00,115.00,374.00,225.00
92.00,227.00,92.00,113.00,382.00,113.00,382.00,227.00
96.00,229.00,96.00,110.00,388.00,110.00,388.00,229.00
102.00,227.00,102.00,112.00,396.00,112.00,396.00,227.00
104.00,227.00,104.00,112.00,398.00,112.00,398.00,227.00
110.00,224.00,110.00,110.00,407.00,110.00,407.00,224.00
116.00,225.00,116.00,110.00,412.00,110.00,412.00,225.00
113.00,221.00,113.00,108.00,416.00,108.00,416.00,221.00
119.00,221.00,119.00,110.00,420.00,110.00,420.00,221.00
129.00,220.00,129.00,108.00,425.00,108.00,425.00,220.00
132.00,222.00,132.00,102.00,429.00,102.00,429.00,222.00
132.00,224.00,132.00,100.00,439.00,100.00,439.00,224.00
141.00,217.00,141.00,102.00,434.00,102.00,434.00,217.00
138.00,216.00,138.00,106.00,442.00,106.00,442.00,216.00
147.00,217.00,147.00,99.00,448.00,99.00,448.00,217.00
148.00,217.00,148.00,101.00,451.00,101.00,451.00,217.00
151.00,217.00,151.00,102.00,452.00,102.00,452.00,217.00
161.00,215.00,161.00,103.00,455.00,103.00,455.00,215.00
164.00,216.00,164.00,103.00,462.00,103.00,462.00,216.00
165.00,213.00,165.00,103.00,465.00,103.00,465.00,213.00
179.00,209.00,179.00,101.00,467.00,101.00,467.00,209.00
178.00,210.00,178.00,99.00,472.00,99.00,472.00,210.00
188.00,212.00,188.00,98.00,477.00,98.00,477.00,212.00
193.00,209.00,193.00,99.00,482.00,99.00,482.00,209.00
205.00,210.00,205.00,100.00,488.00,100.00,488.00,210.00
219.00,202.00,219.00,97.00,498.00,97.00,498.00,202.00
232.00,205.00,232.00,98.00,509.00,98.00,509.00,205.00
246.00,207.00,246.00,101.00,527.00,101.00,527.00,207.00
258.00,203.00,258.00,101.00,540.00,101.00,540.00,203.00
286.00,202.00,286.00,100.00,556.00,100.00,556.00,202.00
304.00,203.00,304.00,100.00,575.00,100.00,575.00,203.00
327.00,203.00,327.00,100.00,598.00,100.00,598.00,203.00
